Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
41296554,Flora and Fauna of the Discworld,Jesse Russell,"Russell, Jesse","Ronald Cohn, Jesse Russell","=""5510781890""","=""9785510781892""",0,0.0,Book on Demand Ltd.,Paperback,142,2013,,,2021/03/13,to-read,to-read (#498),to-read,,,,0,,,0,,,,,
33884014,"Discworld - Individuals by Occupation: Assassins, Beggars, Generals, Heroes, Inventors, Landlords and Landladies, Merchants, Politicians, Priests, Slaves, Warriors, Watchmen, Witches, Wizards, Havelock Vetinari, Mericet, Pteppic, Blind Hugh, General Tacti",Source Wikia,"Wikia, Source",,"=""1234827514""","=""9781234827519""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#497),to-read,,,,0,,,0,,,,,
33883747,"Ficspecies - Fantasy: Avatar: The Last Airbender, Bas-Lag, Cthulhu Mythos, Discworld, Dungeons & Dragons, Everquest, Harry Potter, Hellboy,",Source Wikia,"Wikia, Source",,"=""1234824019""","=""9781234824013""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#496),to-read,,,,0,,,0,,,,,
9482224,"Discworld Peoples: Flora and Fauna of the Discworld, Undead, Dwarfs, Troll, Nac Mac Feegle, Golems, Elves",Source Wikipedia,"Wikipedia, Source",,"=""1155527461""","=""9781155527468""",0,1.00,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#495),to-read,,,,0,,,0,,,,,
41293518,Discworld Gods,Jesse Russell,"Russell, Jesse","Ronald Cohn, Jesse Russell","=""5510728329""","=""9785510728323""",0,0.0,Book on Demand Ltd.,Paperback,98,2013,,,2021/03/13,to-read,to-read (#494),to-read,,,,0,,,0,,,,,
33884021,"Discworld - Discworld Universe: Animals, Communications, Cuisine, Culture, Deities, Festivals and Ceremonies, Individuals, Languages, Locations, Magic",Source Wikia,"Wikia, Source",,"=""123482762X""","=""9781234827625""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#493),to-read,,,,0,,,0,,,,,
44670263,"Focus On: 100 Most Popular Metafictional Novels: The Handmaid's Tale, The Great Gatsby, The Man in the High Castle, Don Quixote, Lolita, Fahrenheit 451, ... Travels, Life of Pi, Discworld, etc.",Wikipedia Contributors,"Contributors, Wikipedia",,"=""""","=""""",0,0.0,Focus On,Kindle Edition,1197,2018,,,2021/03/13,to-read,to-read (#492),to-read,,,,0,,,0,,,,,
41292726,Discworld Geography,Jesse Russell,"Russell, Jesse","Ronald Cohn, Jesse Russell","=""5510704381""","=""9785510704389""",0,1.00,Book on Demand Ltd.,Paperback,144,2013,,,2021/03/13,to-read,to-read (#491),to-read,,,,0,,,0,,,,,
9688086,"Europe-Exclusive Video Games: Survivor, Discworld Noir, Seymour Goes to Hollywood, the Truth about 9th Company",Books LLC,"LLC, Books",,"=""1156745675""","=""9781156745670""",0,0.0,"Books LLC, Wiki Series",Paperback,74,2011,2011,,2021/03/13,to-read,to-read (#490),to-read,,,,0,,,0,,,,,
41308862,Religions of the Discworld,Jesse Russell,"Russell, Jesse",Ronald Cohn,"=""5511044180""","=""9785511044187""",0,1.00,Book on Demand Ltd.,Paperback,170,2013,,,2021/03/13,to-read,to-read (#489),to-read,,,,0,,,0,,,,,
33925127,Death (Discworld),Jesse Russell,"Russell, Jesse",Ronald Cohn,"=""5511045268""","=""9785511045269""",0,1.00,Book on Demand Ltd.,Paperback,,2012,2012,,2021/03/13,to-read,to-read (#488),to-read,,,,0,,,0,,,,,
3610221,NOT A BOOK Calendar 2007: n/a: Discworld Calendar (Gollancz S.F.),,,,"=""0575079274""","=""9780575079274""",0,5.00,,,,,,,2021/03/13,to-read,to-read (#487),to-read,,,,0,,,0,,,,,
33766593,"Discworld - Males: A. Dinwiddie, Albert, B.S. Johnson, Black Zenell, Blind Hugh, Bloody Stupid Johnson, Bravd, Buckleby, Captain Swing, Carrot Ironfoundersson, Cohen, Coin, Cut-Me-Own-Throat Dibbler, Detritus, Dios, Fred Colon, General Tacticus, Goldeneye",Source Wikia,"Wikia, Source",,"=""1234751429""","=""9781234751425""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#486),to-read,,,,0,,,0,,,,,
33884017,"Discworld - Locations: Agatean Empire Locations, Ankh-Morpork, Ankh-Morpork Locations, Bodies of Water, Businesses, Cities, Continents, Countries, Deserts, Extinct Continents, Farms, Geography, Mountains, Other Dimensions, Places, Places of Interest, Pubs",Source Wikia,"Wikia, Source",,"=""1234827581""","=""9781234827588""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#485),to-read,,,,0,,,0,,,,,
1642272,Discworld 2,Pcs,"Pcs, Pcs",,"=""076150897X""","=""9780761508977""",0,1.00,Prima Publishing,Paperback,,,,,2021/03/13,to-read,to-read (#484),to-read,,,,0,,,0,,,,,
33346641,The Intertextuality of Terry Pratchettas Discworld as a Major Challenge for the Translator,Aleksander Rzyman,"Rzyman, Aleksander",,"=""1443817287""","=""9781443817288""",0,1.00,Cambridge Scholars Publishing,Hardcover,,2017,,,2021/03/13,to-read,to-read (#483),to-read,,,,0,,,0,,,,,
20293279,"Discworld - Novels (Book Guide): City Watch Series, Death Series, Individuals Books, Moist Von Lipwig Series, Rincewind Series, Tiffany Aching Series, Witches Series, Feet of Clay, Guards! Guards!, Jingo, Men at Arms, Night Watch",Source Wikia,"Wikia, Source",,"=""1230855289""","=""9781230855288""",0,0.0,University-Press.Org,Paperback,68,2013,2013,,2021/03/13,to-read,to-read (#482),to-read,,,,0,,,0,,,,,
9672259,"Discworld: Discworld Books, Discworld Characters, Discworld Films and TV Series, Discworld Games, Discworld Locations, Discworld Organisations",Source Wikipedia,"Wikipedia, Source",,"=""1156441773""","=""9781156441770""",0,1.00,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#481),to-read,,,,0,,,0,,,,,
38743972,"Focus On: 100 Most Popular Fantasy Novel Series: Harry Potter, A Song of Ice and Fire, The Wheel of Time, Discworld, Mistborn Series, Twilight (novel series), ... of Glass, Dirk Gently, Artemis Fowl, etc.",Wikipedia Contributors,"Contributors, Wikipedia",,"=""""","=""""",0,0.0,Focus On,Kindle Edition,1389,2018,,,2021/03/13,to-read,to-read (#480),to-read,,,,0,,,0,,,,,
10490205,"Discworld Organisations: Ankh-Morpork City Watch, Ankh-Morpork Assassins' Guild, Guilds of Ankh-Morpork, Religions of the Discworld",Source Wikipedia,"Wikipedia, Source",,"=""1155527453""","=""9781155527451""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#479),to-read,,,,0,,,0,,,,,
12281931,"Mundos de Fantasia: A Song of Ice and Fire, Barsoom, Cenario de Campanha, Cenario de Campanha de Dungeons & Dragons, Conan, Discworld, Dune",Source Wikipedia,"Wikipedia, Source",,"=""1231548029""","=""9781231548028""",0,0.0,"Books LLC, Wiki Series",Paperback,174,2011,2011,,2021/03/13,to-read,to-read (#478),to-read,,,,0,,,0,,,,,
16656675,Discworld Characters,Jesse Russell,"Russell, Jesse",Ronald Cohn,"=""5513113678""","=""9785513113676""",0,1.00,Book on Demand Ltd.,Paperback,158,2013,2012,,2021/03/13,to-read,to-read (#477),to-read,,,,0,,,0,,,,,
20293278,"Discworld - Books (Book Guide): Discworld Mapp Series, Graphic Novels, Novels, a Tourist Guide to Lancre, Death's Domain, Discworld, Discworld Diary,",Source Wikia,"Wikia, Source",,"=""1230855270""","=""9781230855271""",0,3.00,University-Press.Org,Paperback,50,2013,2013,,2021/03/13,to-read,to-read (#476),to-read,,,,0,,,0,,,,,
33873952,Discworld RPG,Chester Poole,"Poole, Chester",,"=""""","=""""",0,0.0,,Kindle Edition,,2017,,,2021/03/13,to-read,to-read (#475),to-read,,,,0,,,0,,,,,
33572344,Lesson Plans The Last Continent: A Discworld Novel,BookRags,"BookRags, BookRags",,"=""""","=""""",0,1.00,,Kindle Edition,279,2012,,,2021/03/13,to-read,to-read (#474),to-read,,,,0,,,0,,,,,
1642222,Discworld: Official Strategy Guide,Glen Edridge,"Edridge, Glen",,"=""0552144398""","=""9780552144391""",0,1.00,Corgi,Paperback,142,1995,1995,,2021/03/13,to-read,to-read (#473),to-read,,,,0,,,0,,,,,
11577131,"Mud Servers: Abermud, Moo, Ragnarok, Dikumud, Lpmud, Tinymud, Circlemud, Godwars, Discworld Mudlib, Coffeemud, Coolmud, ROM, Tigermud, Coldmud",Books LLC,"LLC, Books",,"=""1156972493""","=""9781156972496""",0,5.00,Books LLC,Paperback,86,2010,2010,,2021/03/13,to-read,to-read (#472),to-read,,,,0,,,0,,,,,
9751440,"Scheibenwelt: Figuren Und Schauplatze Der Scheibenwelt-Romane, Einfach Gottlich, Schweinsgalopp, Weiberregiment, Discworld Noir",Books LLC,"LLC, Books",,"=""1159310335""","=""9781159310332""",0,5.00,"Books LLC, Wiki Series",Paperback,36,2011,2010,,2021/03/13,to-read,to-read (#471),to-read,,,,0,,,0,,,,,
30076992,Discworld Reading Order,Stephanie Monk,"Monk, Stephanie",,"=""""","=""""",0,4.67,Monkhaus,Kindle Edition,7,2016,,,2021/03/13,to-read,to-read (#470),to-read,,,,0,,,0,,,,,
10553297,Discworld Locations: Discworld Geography,Books LLC,"LLC, Books",,"=""1156441781""","=""9781156441787""",0,1.00,General Books LLC,Paperback,88,2011,2010,,2021/03/13,to-read,to-read (#469),to-read,,,,0,,,0,,,,,
7590888,Discworld Characters,Frederic P.  Miller,"Miller, Frederic P.","Agnes F. Vandome, John McBrewster","=""6130066961""","=""9786130066963""",0,1.00,Alphascript Publishing,Paperback,70,2009,2009,,2021/03/13,to-read,to-read (#468),to-read,,,,0,,,0,,,,,
9528726,Discworld Short Stories,Books LLC,"LLC, Books",,"=""1158371217""","=""9781158371211""",0,3.00,General Books LLC,Paperback,24,2010,2010,,2021/03/13,to-read,to-read (#467),to-read,,,,0,,,0,,,,,
175788,The Josh Kirby Discworld Portfolio,Josh Kirby,"Kirby, Josh",,"=""1855858959""","=""9781855858954""",0,3.93,Sterling,Paperback,64,2001,2001,,2021/03/13,to-read,to-read (#466),to-read,,,,0,,,0,,,,,
26113820,Discworld and Philosophy: Reality Is Not What It Seems,Nicolas Michaud,"Michaud, Nicolas",,"=""081269919X""","=""9780812699197""",0,3.09,Open Court,Paperback,288,2016,2016,,2021/03/13,to-read,to-read (#465),to-read,,,,0,,,0,,,,,
37904430,Pratchett's Women: Unauthorised Essays on Female Characters of the Discworld,Tansy Rayner Roberts,"Roberts, Tansy Rayner",,"=""""","=""""",0,3.92,,Kindle Edition,108,2018,2014,,2021/03/13,to-read,to-read (#464),to-read,,,,0,,,0,,,,,
2355355,The Turtle Moves!: Discworld's Story Unauthorized,Lawrence Watt-Evans,"Watt-Evans, Lawrence",,"=""1933771461""","=""9781933771465""",0,3.73,BenBella Books,Paperback,284,2008,2008,,2021/03/13,to-read,to-read (#463),to-read,,,,0,,,0,,,,,
33334800,"Knight Bachelor: William Golding, Terry Pratchett, Karl Popper, Ernest Rutherford, V. S. Naipaul, Arthur C. Clarke, Arthur John Evans",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159744270""","=""9781159744274""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#462),to-read,,,,0,,,0,,,,,
33331309,"Humoriste Britannique: Terry Pratchett, Monty Python, Sacha Baron Cohen, Pelham Grenville Wodehouse, Eddie Izzard, Russell Brand, Eric Idle,",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159499616""","=""9781159499617""",0,0.0,Booksllc.Net,Paperback,,2014,,,2021/03/13,to-read,to-read (#461),to-read,,,,0,,,0,,,,,
33697313,"Pisci Znanstvene Fantastike: Howard Phillips Lovecraft, George Orwell, Robert A. Heinlein, Isaac Asimov, Terry Pratchett, Predrag Raos",Source Wikipedia,"Wikipedia, Source",,"=""123303068X""","=""9781233030682""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#460),to-read,,,,0,,,0,,,,,
20286926,"Disque-Monde: Lieu Du Disque-Monde, Livre Du Disque-Monde, Personnage Du Disque-Monde, Wikipedia: Ebauche Disque-Monde, Terry Pratchett, 8, Troll, Rincevent, Personnages Du Disque-Monde, Lieux Du Disque-Monde, Livres Du Disque-Monde",Source Wikipedia,"Wikipedia, Source",,"=""1230688285""","=""9781230688282""",0,0.0,University-Press.Org,Paperback,66,2013,2013,,2021/03/13,to-read,to-read (#459),to-read,,,,0,,,0,,,,,
12510631,"Science Fiction-Forfattere: Aldous Huxley, Svend Age Madsen, Terry Pratchett, Jules Verne, Stephen King, J.G. Ballard, C.S. Lewis",Source Wikipedia,"Wikipedia, Source",,"=""1232266302""","=""9781232266303""",0,0.0,"Books LLC, Wiki Series",Paperback,32,2011,2011,,2021/03/13,to-read,to-read (#458),to-read,,,,0,,,0,,,,,
12510628,"Escriptors de Ciencia-Ficcio: H.G. Wells, Jules Verne, George Orwell, Kim Stanley Robinson, Manuel de Pedrolo I Molina, Terry Pratchett",Source Wikipedia,"Wikipedia, Source",,"=""1232717274""","=""9781232717270""",0,0.0,"Books LLC, Wiki Series",Paperback,30,2011,2011,,2021/03/13,to-read,to-read (#457),to-read,,,,0,,,0,,,,,
50394456,"Ein gutes Omen von Terry Pratchett und Neil Gaiman (Lektürehilfe): Detaillierte Zusammenfassung, Personenanalyse und Interpretation",der Querleser,"Querleser, der",,"=""""","=""""",0,0.0,derQuerleser.de,Kindle Edition,45,2019,,,2021/03/13,to-read,to-read (#456),to-read,,,,0,,,0,,,,,
33330055,"Fantasy Humoristique: Disque-Monde, Donjon de Naheulbeuk, in Nomine Satanis-Magna Veritas, Kaamelott, Terry Pratchett, Monty Python: Sacre G",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159466734""","=""9781159466732""",0,0.0,"Books LLC, Wiki Series",Paperback,,2012,,,2021/03/13,to-read,to-read (#455),to-read,,,,0,,,0,,,,,
33419328,"Naissance En Angleterre Du Sud-Est: Aldous Huxley, Terry Pratchett, Edouard III D'Angleterre, Winston Churchill, Frederick Gowland Hopkins",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159812039""","=""9781159812034""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#454),to-read,,,,0,,,0,,,,,
33463541,"Sekulaari Humanismi: Humanistijarjestot, Humanistit, Kirjat Humanismista, Bertrand Russell, Carl Sagan, Kurt Vonnegut, Terry Pratchett",L. Hde. Wikipedia,"Wikipedia, L. Hde.",,"=""1232102830""","=""9781232102830""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#453),to-read,,,,0,,,0,,,,,
20291810,"Mondo Disco: Terry Pratchett, Stelle Cadenti, Il Colore Della Magia, L'Intrepida Tiffany E I Piccoli Uomini Liberi, Thud!, La Luce Fantastica, Un Cappello Pieno Di Stelle, Monstrous Regiment, La Corona Di Ghiaccio, Going Postal",Source Wikipedia,"Wikipedia, Source",,"=""1230745629""","=""9781230745626""",0,0.0,University-Press.Org,Paperback,28,2013,2013,,2021/03/13,to-read,to-read (#452),to-read,,,,0,,,0,,,,,
33333718,"Ecrivain Britannique Du Xxie Siecle: Terry Pratchett, V. S. Naipaul, Arthur C. Clarke, J. K. Rowling, Michael Moorcock, Brian Aldiss, Quentin Blake, Christopher Priest, Peter F. Hamilton, Hugh Laurie, Harold Pinter, Doris Lessing",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159588643""","=""9781159588649""",0,0.0,"Books LLC, Wiki Series",Paperback,,2012,,,2021/03/13,to-read,to-read (#451),to-read,,,,0,,,0,,,,,
33336764,"Officier de L'Ordre de L'Empire Britannique: Terry Pratchett, Alan Turing, J. K. Rowling, Jonny Wilkinson, Damon Hill, Lawrence Dallaglio",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159835861""","=""9781159835866""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#450),to-read,,,,0,,,0,,,,,
12549099,"Spisovatelia Fantasy: Lewis Carroll, J. R. R. Tolkien, Marion Zimmer Bradleyova, Orson Scott Card, Joanne Rowlingova, Terry Pratchett",Source Wikipedia,"Wikipedia, Source",,"=""1233001299""","=""9781233001293""",0,0.0,"Books LLC, Wiki Series",Paperback,30,2011,2011,,2021/03/13,to-read,to-read (#449),to-read,,,,0,,,0,,,,,
56502031,Believing in The Colour of Magic: Could Terry Pratchett's Discworld be true?,Dyane Silvester,"Silvester, Dyane",,"=""""","=""""",0,0.0,,Kindle Edition,,2020,,,2021/03/13,to-read,to-read (#448),to-read,,,,0,,,0,,,,,
33457839,"Monde de Fiction: Disque-Monde, Glorantha, Oz, Terre Du Milieu, Tlon, Terry Pratchett, 8, Troll, Pays D'Oz, Wicked, Runequest, Alagaesia",Source Wikipedia,"Wikipedia, Source",,"=""1232019755""","=""9781232019756""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#447),to-read,,,,0,,,0,,,,,
33678098,"Linguisti Britannici: Glottoteti Britannici, Grammatici Britannici, John Ronald Reuel Tolkien, Yaron Matras, Terry Pratchett, John Florio",Fonte Wikipedia,"Wikipedia, Fonte",,"=""1232605301""","=""9781232605300""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#446),to-read,,,,0,,,0,,,,,
56415340,Ankh-Morpork. Großstadttopoi in Terry Pratchetts Scheibenweltromanen,Marion Röbkes,"Röbkes, Marion",,"=""""","=""""",0,0.0,,Kindle Edition,,2008,,,2021/03/13,to-read,to-read (#444),to-read,,,,0,,,0,,,,,
9779105,"Pressesprecher: Terry Pratchett, Christian Ude, Paul Carell, Werner Hegemann, Friedbert Pfluger, Thomas de Maiziere, Andreas Molau",Books LLC,"LLC, Books",,"=""1159271453""","=""9781159271459""",0,0.0,"Books LLC, Wiki Series",Paperback,112,2011,2011,,2021/03/13,to-read,to-read (#445),to-read,,,,0,,,0,,,,,
9897030,"People from Beaconsfield: Terry Pratchett, Wendy Hiller, Airey Neave, Edmund Waller, Piers Paul Read, Edmund Hambly, Sir John Aird, 1st Baronet","Books, LLC","LLC, Books,",,"=""1155239873""","=""9781155239873""",0,0.0,Books LLC,Paperback,80,2010,,,2021/03/13,to-read,to-read (#443),to-read,,,,0,,,0,,,,,
2589298,Die Literarischen Techniken in Terry Pratchetts Scheibenweltromanen Exemplarisch Untersucht an Terry Pratchetts 'Gevatter Tod',Jesse Nies,"Nies, Jesse",,"=""3638341445""","=""9783638341448""",0,0.0,Grin Verlag,ebook,17,2005,2005,,2021/03/13,to-read,to-read (#442),to-read,,,,0,,,0,,,,,
33415994,"Ecrivain Britannique de Fantasy: J. R. R. Tolkien, Terry Pratchett, J. K. Rowling, Michael Moorcock, China Mieville, David Gemmell, George MacDonald,",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159619948""","=""9781159619947""",0,1.00,"Books LLC, Wiki Series",Paperback,,2012,,,2021/03/13,to-read,to-read (#441),to-read,,,,0,,,0,,,,,
40913314,Summary of The Long Earth by Terry Pratchett: Trivia/Quiz for Fans,WhizBooks,"WhizBooks, WhizBooks",,"=""1388253062""","=""9781388253066""",0,0.0,Blurb,Paperback,108,2019,,,2021/03/13,to-read,to-read (#440),to-read,,,,0,,,0,,,,,
33705058,"Knight Bachelor: Isaac Newton, Alexander Fleming, Karl Popper, Ernest Rutherford, Hiram Maxim, Terry Pratchett, Mick Jagger",Quelle Wikipedia,"Wikipedia, Quelle",,"=""1233254731""","=""9781233254736""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#439),to-read,,,,0,,,0,,,,,
32751637,"Science-Fiction Britannique: Ecrivain Britannique de Science-Fiction, Aldous Huxley, George Orwell, Terry Pratchett, Mary Shelley, Arthur C. Clarke, H. G. Wells, Michael Moorcock, John Brunner, John Wyndham, Brian Aldiss, Douglas Adams, Ian Watson",Source Wikipedia,"Wikipedia, Source",,"=""1232032530""","=""9781232032533""",0,0.0,"Books LLC, Wiki Series",Paperback,,2012,,,2021/03/13,to-read,to-read (#437),to-read,,,,0,,,0,,,,,
33442267,"Angleterre Du Sud-Est: Naissance En Angleterre Du Sud-Est, Oxfordshire, Surrey, Aldous Huxley, Terry Pratchett, Edouard III D'Angleterre",Source Wikipedia,"Wikipedia, Source",,"=""1231791853""","=""9781231791851""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#438),to-read,,,,0,,,0,,,,,
13132550,"Angol R K: Winston Churchill, Aleister Crowley, Rudyard Kipling, Terry Pratchett, Agatha Christie, P.G. Wodehouse, J.R.R. Tolk",Source Wikipedia,"Wikipedia, Source",,"=""1233346601""","=""9781233346608""",0,0.0,"Books LLC, Wiki Series",Paperback,154,2011,2011,,2021/03/13,to-read,to-read (#436),to-read,,,,0,,,0,,,,,
12510627,"Cioturi Scriitori Englezi: Terry Pratchett, Jane Austen, John Donne, Doris Lessing, G.K. Chesterton, William Makepeace Thackeray, Graham Greene",Source Wikipedia,"Wikipedia, Source",,"=""1232143138""","=""9781232143130""",0,0.0,"Books LLC, Wiki Series",Paperback,36,2011,2011,,2021/03/13,to-read,to-read (#435),to-read,,,,0,,,0,,,,,
56252944,Terry Pratchett: The Spirit of Fantasy - The Life and work of the man behind the magic,Craig Cabell,"Cabell, Craig",,"=""""","=""""",0,0.0,,Kindle Edition,,2011,,,2021/03/13,to-read,to-read (#434),to-read,,,,0,,,0,,,,,
44449203,Home Reading: Realms Of Fantasy. A Reader's Guide to Terry Pratchett's Novels,Olena Tykhomyrova,"Tykhomyrova, Olena",,"=""""","=""""",0,0.0,Простобук,Paperback,278,2011,,,2021/03/13,to-read,to-read (#433),to-read,,,,0,,,0,,,,,
40233625,Summary of The Long Earth by Terry Pratchett | Conversation Starters,BookHabits,"BookHabits, BookHabits",,"=""""","=""9780463441305""",0,0.0,Cb,ebook,,2018,,,2021/03/13,to-read,to-read (#432),to-read,,,,0,,,0,,,,,
34781086,Die Ubersetzung Von Phraseologismen Aus Dem Roman -Small Gods- Von Terry Pratchett Ins Spanische Und Deutsche,Paul Wendel,"Wendel, Paul",,"=""3668271372""","=""9783668271371""",0,0.0,Grin Publishing,Paperback,,2016,,,2021/03/13,to-read,to-read (#431),to-read,,,,0,,,0,,,,,
33333719,"Écrivain Britannique Du Xxe Siècle: Aldous Huxley, William Golding, George Orwell, Terry Pratchett, Joseph Conrad, Graham Greene, V. S. Naipaul",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159588651""","=""9781159588656""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#430),to-read,,,,0,,,0,,,,,
33417506,"Ecrivain Britannique de Science-Fiction: Aldous Huxley, George Orwell, Terry Pratchett, Mary Shelley, Arthur C. Clarke, H. G. Wells, Michael Moorcock, John Brunner, John Wyndham, Brian Aldiss, Douglas Adams, Ian Watson, Christopher Priest",Source Wikipedia,"Wikipedia, Source",Livres Groupe,"=""1159694338""","=""9781159694333""",0,0.0,"Books LLC, Wiki Series",Paperback,,2012,,,2021/03/13,to-read,to-read (#429),to-read,,,,0,,,0,,,,,
33718121,"Sciencefictionschrijver: Isaac Asimov, George Orwell, Terry Pratchett, Douglas Adams, Jack Vance, Ursula Le Guin, Philip Jose Farmer",Bron Wikipedia,"Wikipedia, Bron",,"=""1233442066""","=""9781233442065""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#428),to-read,,,,0,,,0,,,,,
33713386,"Scriitori de Limb Englez: Scriitori Arabi de Limb Englez, Scriitori Englezi, Scriitori Indieni de Limb Englez, Terry Pratchett",Surs Wikipedia,"Wikipedia, Surs",,"=""1233385313""","=""9781233385317""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#427),to-read,,,,0,,,0,,,,,
34741151,Terry Pratchett's The Long Earth - For Fans (Trivia-On-Books),Trivion Books,"Books, Trivion",,"=""""","=""""",0,0.0,,Kindle Edition,73,2016,,,2021/03/13,to-read,to-read (#426),to-read,,,,0,,,0,,,,,
12771289,"Britiske Sciencefictionforfattere: Engelske Sciencefictionforfattere, Arthur C. Clarke, Arthur Conan Doyle, Terry Pratchett, Neil Gaiman",Source Wikipedia,"Wikipedia, Source",,"=""1232818410""","=""9781232818410""",0,4.00,"Books LLC, Wiki Series",Paperback,26,2011,2011,,2021/03/13,to-read,to-read (#425),to-read,,,,0,,,0,,,,,
33447475,"Humanistit: Bertrand Russell, Carl Sagan, Kurt Vonnegut, Terry Pratchett, Philip Pullman, Arthur C. Clarke, Salman Rushdie, Richard Dawkins",L. Hde. Wikipedia,"Wikipedia, L. Hde.",,"=""1231869925""","=""9781231869925""",0,0.0,"Books LLC, Wiki Series",Paperback,,2011,,,2021/03/13,to-read,to-read (#424),to-read,,,,0,,,0,,,,,
43416864,The Terry Pratchett Reader,Volcano Seven,"Seven, Volcano",,"=""""","=""""",0,0.0,Volcano Seven,Kindle Edition,,2012,,,2021/03/13,to-read,to-read (#423),to-read,,,,0,,,0,,,,,
34981836,The Witch's Vacuum Cleaner by Terry Pratchett Student Workbook: Quick Student Workbooks,John Pennington,"Pennington, John",,"=""1545140014""","=""9781545140017""",0,0.0,Createspace Independent Publishing Platform,Paperback,,2017,,,2021/03/13,to-read,to-read (#422),to-read,,,,0,,,0,,,,,
33645108,The Long Earth by Terry Pratchett | Conversation Starters,Daily Books,"Books, Daily",,"=""""","=""""",0,0.0,,Kindle Edition,69,2016,,,2021/03/13,to-read,to-read (#421),to-read,,,,0,,,0,,,,,
25412138,Chétif et La Mort: Un conte en hommage à Terry Pratchett,Hélène Louise,"Louise, Hélène",,"=""""","=""""",0,5.00,Les Éditions de la Chimère,Kindle Edition,,2015,2015,,2021/03/13,to-read,to-read (#420),to-read,,,,0,,,0,,,,,
33636839,A Guide to Terry Pratchett Writings,Jeff Piper,"Piper, Jeff",,"=""""","=""""",0,0.0,,Kindle Edition,12,2016,,,2021/03/13,to-read,to-read (#419),to-read,,,,0,,,0,,,,,
38714470,Summary & Study Guide Reaper Man by Terry Pratchett,BookRags,"BookRags, BookRags",,"=""""","=""""",0,0.0,,Kindle Edition,52,2014,,,2021/03/13,to-read,to-read (#418),to-read,,,,0,,,0,,,,,
54745062,Quotes by Terry Pratchett: The complete collection of over 1000 quotes,Lilith Regan,"Regan, Lilith",,"=""""","=""""",0,0.0,,Kindle Edition,,2020,,,2021/03/13,to-read,to-read (#417),to-read,,,,0,,,0,,,,,
41558850,Summary & Study Guide The Truth by Terry Pratchett,BookRags,"BookRags, BookRags",,"=""""","=""""",0,4.00,,Kindle Edition,72,2011,,,2021/03/13,to-read,to-read (#416),to-read,,,,0,,,0,,,,,
30839854,Terry Pratchett: Complete Series Reading Order & Checklist (Great Authors Reading Order & Checklists Book 11),T.S. Clarke,"Clarke, T.S.",,"=""""","=""""",0,3.00,,Kindle Edition,24,2016,,,2021/03/13,to-read,to-read (#415),to-read,,,,0,,,0,,,,,
