Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
42954967,The Long Earth Series 5 Books Collection Terry Pratchett and Stephen Baxter Box Set,Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0552175420""","=""9780552175425""",0,4.49,Corgi,Paperback,,,,,2021/03/13,to-read,to-read (#64),to-read,,,,0,,,0,,,,,
31285829,Terry Pratchett's Discworld Collectors' Edition Calendar 2017,Terry Pratchett,"Pratchett, Terry",Josh Kirby,"=""1473218101""","=""9781473218109""",0,4.61,Gollancz,Calendar,,2016,,,2021/03/13,to-read,to-read (#62),to-read,,,,0,,,0,,,,,
596899,Terry Pratchett (Writers Uncovered),Victoria Parker,"Parker, Victoria",,"=""0431906335""","=""9780431906331""",0,4.00,Heinemann Library,Hardcover,,2006,2006,,2021/03/13,to-read,to-read (#61),to-read,,,,0,,,0,,,,,
34534,"The Amazing Maurice and His Educated Rodents (Discworld, #28)",Terry Pratchett,"Pratchett, Terry",,"=""006001234X""","=""9780060012342""",0,4.01,HarperCollins,Hardcover,256,2001,2001,,2021/03/13,to-read,to-read (#60),to-read,,,,0,,,0,,,,,
34541,Carpe Jugulum (Discworld #23; Witches #6),Terry Pratchett,"Pratchett, Terry",,"=""0061051586""","=""9780061051586""",0,4.12,Harper Voyager,Hardcover,296,1999,1998,,2021/03/13,to-read,to-read (#59),to-read,,,,0,,,0,,,,,
42281686,The Nice and Accurate Good Omens TV Companion,Matt Whyman,"Whyman, Matt","Terry Pratchett, Neil Gaiman","=""1472258290""","=""9781472258298""",0,4.62,Headline,Hardcover,320,2019,2019,,2021/03/13,to-read,to-read (#58),to-read,,,,0,,,0,,,,,
6250169,"Unseen Academicals (Discworld, #37; Rincewind #8)",Terry Pratchett,"Pratchett, Terry",,"=""0061161705""","=""9780061161704""",0,3.97,HarperCollins,Hardcover,417,2009,2009,,2021/03/13,to-read,to-read (#57),to-read,,,,0,,,0,,,,,
34529,"Lords and Ladies (Discworld, #14; Witches #4)",Terry Pratchett,"Pratchett, Terry",,"=""055215315X""","=""9780552153157""",0,4.15,Corgi,Paperback,400,2005,1992,,2021/03/13,to-read,to-read (#56),to-read,,,,0,,,0,,,,,
78876,"Maskerade (Discworld, #18; Witches #5)",Terry Pratchett,"Pratchett, Terry",,"=""0575058080""","=""9780575058088""",0,4.06,Gollancz,Hardcover,285,1995,1995,,2021/03/13,to-read,to-read (#55),to-read,,,,0,,,0,,,,,
884288,"Interesting Times (Discworld, #17; Rincewind #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061056901""","=""9780061056901""",0,4.12,HarperTorch,Mass Market Paperback,368,1998,1994,,2021/03/13,to-read,to-read (#54),to-read,,,,0,,,0,,,,,
34492,"Wintersmith (Discworld, #35; Tiffany Aching, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0060890312""","=""9780060890315""",0,4.20,HarperTempest,Hardcover,325,2006,2006,,2021/03/13,to-read,to-read (#53),to-read,,,,0,,,0,,,,,
62530,"Thud! (Discworld, #34; City Watch #7)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.33,Corgi,Paperback,439,2006,2005,,2021/03/13,to-read,to-read (#52),to-read,,,,0,,,0,,,,,
2442,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,"Pratchett, Terry",,"=""0061020613""","=""9780061020612""",0,4.20,HarperTorch,Mass Market Paperback,374,2002,1991,,2021/03/13,to-read,to-read (#51),to-read,,,,0,,,0,,,,,
34501,"A Hat Full of Sky (Discworld, #32; Tiffany Aching, #2)",Terry Pratchett,"Pratchett, Terry",,"=""055255264X""","=""9780552552646""",0,4.27,Corgi Childrens,Paperback,352,2005,2004,,2021/03/13,to-read,to-read (#50),to-read,,,,0,,,0,,,,,
29731222,Terry Pratchett's Discworld Coloring Book,Terry Pratchett,"Pratchett, Terry",Paul Kidby,"=""1473217474""","=""9781473217478""",0,4.59,Gollancz,Paperback,96,2016,,,2021/03/13,to-read,to-read (#49),to-read,,,,0,,,0,,,,,
47990,"Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154164""","=""9780552154161""",0,4.16,Corgi Books,Paperback,461,2006,1997,,2021/03/13,to-read,to-read (#48),to-read,,,,0,,,0,,,,,
34502,"Soul Music (Discworld, #16; Death, #3)",Terry Pratchett,"Pratchett, Terry",,"=""057506689X""","=""9780575066892""",0,4.02,Gollancz,Hardcover,424,1999,1994,,2021/03/13,to-read,to-read (#47),to-read,,,,0,,,0,,,,,
34517,"Reaper Man (Discworld, #11; Death, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0552152951""","=""9780552152952""",0,4.25,Corgi,Paperback,352,2005,1991,,2021/03/13,to-read,to-read (#46),to-read,,,,0,,,0,,,,,
400354,"Men at Arms (Discworld, #15; City Watch #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061092193""","=""9780061092190""",0,4.35,HarperPrism,Mass Market Paperback,377,2003,1993,,2021/03/13,to-read,to-read (#45),to-read,,,,0,,,0,,,,,
13147230,"The Long Earth (The Long Earth, #1)",Terry Pratchett,"Pratchett, Terry",Stephen Baxter,"=""0062067753""","=""9780062067753""",0,3.77,HarperCollins Harper,Hardcover,336,2012,2012,,2021/03/13,to-read,to-read (#44),to-read,,,,0,,,0,,,,,
11275323,"Raising Steam (Discworld, #40, Moist von Lipwig #3)",Terry Pratchett,"Pratchett, Terry",,"=""0857522272""","=""9780857522276""",0,3.98,Doubleday,Hardcover,377,2013,2013,,2021/03/13,to-read,to-read (#43),to-read,,,,0,,,0,,,,,
63720,"The Fifth Elephant (Discworld, #24; City Watch, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0552154229""","=""9780552154222""",0,4.24,Corgi,Paperback,464,2008,1999,,2021/03/13,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
1814188,Secrets of The Wee Free Men and Discworld: The Myths and Legends of Terry Pratchett's Multiverse,Linda Washington,"Washington, Linda",Carrie Pyykkonen,"=""0312372434""","=""9780312372439""",0,3.09,St. Martin's Griffin,Paperback,288,2008,2008,,2021/03/13,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
34532,"Hogfather (Discworld, #20; Death, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154288""","=""9780552154284""",0,4.21,Corgi,Paperback,432,2006,1996,,2021/03/13,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
7576115,"I Shall Wear Midnight (Discworld, #38; Tiffany Aching, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0385611072""","=""9780385611077""",0,4.30,Doubleday Childrens,Hardcover,349,2010,2010,,2021/03/13,to-read,to-read (#39),to-read,,,,0,,,0,,,,,
64217,"Pyramids (Discworld, #7)",Terry Pratchett,"Pratchett, Terry",,"=""0061020656""","=""9780061020650""",0,3.90,Harper,Paperback,341,2008,1989,,2021/03/13,to-read,to-read (#38),to-read,,,,0,,,0,,,,,
34504,"Wyrd Sisters (Discworld, #6; Witches #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020664""","=""9780061020667""",0,4.12,Hartorch,Mass Market Paperback,265,2001,1988,,2021/03/13,to-read,to-read (#37),to-read,,,,0,,,0,,,,,
51047876,The Magic of Terry Pratchett,Marc Burrows,"Burrows, Marc",,"=""1526765500""","=""9781526765505""",0,4.49,Pen & Sword Books LTD,Hardcover,224,2020,,,2021/03/13,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
64218,"Eric (Discworld, #9; Rincewind #4)",Terry Pratchett,"Pratchett, Terry",,"=""0380821214""","=""9780380821211""",0,3.75,Harper,Mass Market Paperback,197,2008,1990,,2021/03/13,to-read,to-read (#34),to-read,,,,0,,,0,,,,,
34484,"Small Gods (Discworld, #13)",Terry Pratchett,"Pratchett, Terry",,"=""0552152978""","=""9780552152976""",0,4.30,Corgi,Paperback,400,2005,1992,,2021/03/13,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
38475880,Terry Pratchett's Discworld Quiz Diary 2019,Terry Pratchett,"Pratchett, Terry",The Discworld Emporium,"=""1473223105""","=""9781473223103""",0,4.29,Gollancz,Hardcover,128,2018,2018,,2021/03/13,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
34494,"The Wee Free Men (Discworld, #30; Tiffany Aching, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060012382""","=""9780060012380""",0,4.25,HarperTrophy,Mass Market Paperback,375,2004,2003,,2021/03/13,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
8785374,"Snuff (Discworld, #39; City Watch #8)",Terry Pratchett,"Pratchett, Terry",,"=""038561926X""","=""9780385619264""",0,4.13,Doubleday UK,Hardcover,378,2011,2011,,2021/03/13,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
34511,"Monstrous Regiment (Discworld, #31; Industrial Revolution, #3)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.17,,Paperback,496,2003,2003,,2021/03/13,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
41083343,Terry Pratchett HisWorld Official Exhibition Companion,Terry Pratchett,"Pratchett, Terry",Paul Kidby,"=""""","=""9781999808150""",0,4.78,,Hardcover,224,2018,2018,,2021/03/13,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,"Pratchett, Terry",,"=""055215430X""","=""9780552154307""",0,4.47,Corgi,Paperback,480,2011,2002,,2021/03/13,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
34510,"Moving Pictures (Discworld, #10; Industrial Revolution, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0552152943""","=""9780552152945""",0,3.93,Corgi,Paperback,396,2005,1990,,2021/03/13,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
34527,"Feet of Clay (Discworld, #19; City Watch, #3)",Terry Pratchett,"Pratchett, Terry",,"=""0552153257""","=""9780552153256""",0,4.26,Corgi,Paperback,411,2005,1996,,2021/03/13,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
34498,"The Truth (Discworld, #25; Industrial Revolution, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0413771164""","=""9780413771162""",0,4.23,Bloomsbury Methuen Drama,Paperback,336,2002,2000,,2021/03/13,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
116296,"Making Money (Discworld, #36; Moist Von Lipwig, #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061161640""","=""9780061161643""",0,4.21,Harper,Hardcover,394,2007,2007,,2021/03/13,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
48002,"Thief of Time (Discworld, #26; Death, #5)",Terry Pratchett,"Pratchett, Terry",,"=""0061031321""","=""9780061031328""",0,4.22,HarperTorch,Paperback,378,2008,2001,,2021/03/13,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
149847,Mort: The Play,Stephen Briggs,"Briggs, Stephen",Terry Pratchett,"=""0552144290""","=""9780552144292""",0,4.29,Corgi,Paperback,192,1996,1996,,2021/03/13,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
64216,"Guards! Guards! (Discworld, #8; City Watch #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020648""","=""9780061020643""",0,4.29,HarperTorch,Mass Market Paperback,376,2001,1989,,2021/03/13,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
25541062,Terry Pratchett: Series Reading Order,My Reading Checklist,"Checklist, My Reading",,"=""""","=""""",0,3.69,,Kindle Edition,6,2015,2015,,2021/03/13,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
40249881,Terry Pratchett: The BBC Radio Drama Collection,Terry Pratchett,"Pratchett, Terry","Martin Jarvis, Sheila Hancock, Anton Lesser, Alex Jennings, Philip   Jackson, Mark Heap","=""1785298224""","=""9781785298226""",0,4.05,BBC Physical Audio,Audio CD,14,2018,,,2021/03/13,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
34506,"The Light Fantastic (Discworld, #2; Rincewind #2)",Terry Pratchett,"Pratchett, Terry",,"=""0061020702""","=""9780061020704""",0,3.96,HarperTorch,Mass Market Paperback,277,2000,1986,,2021/03/13,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
34507,"Equal Rites (Discworld, #3; Witches, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855908""","=""9780060855901""",0,4.01,Harper Perennial,Paperback,228,2005,1987,,2021/03/13,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
11712911,"Terry Pratchett Discworld Collection 7 Books Set (Unseen Academicals, the Colour ofMagic, GoingPostal, Making Money, the Light Fantastic, Equal Rites, Mort)",Terry Pratchett,"Pratchett, Terry",,"=""""","=""""",0,4.72,,,228,2005,2005,,2021/03/13,to-read,to-read (#16),to-read,,,,0,,,0,,,,,
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",0,4.36,HarperTorch,Mass Market Paperback,394,2005,2004,,2021/03/13,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
11635126,Terry Pratchett: The Spirit of Fantasy,Craig Cabell,"Cabell, Craig",,"=""1843585073""","=""9781843585077""",0,3.28,John Blake,Hardcover,246,2012,2011,,2021/03/13,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
26050701,In Memory: A Tribute to Sir Terry Pratchett,Sorin Suciu,"Suciu, Sorin","Laura May, Anna Mattaar, Caroline Friedel, Charlotte Slocombe, Choong JayVee, D.K. Mok, Luke Kemp, Lyn Godfrey, Michael K. Schaefer, Mike Reeves-McMillan, Peter Knighton, Phil Elstob, Robert McKelvey, Scott A. Butler, Simon Evans, Steven McKinnon","=""1517603609""","=""9781517603601""",0,4.22,Sorin Suciu and Laura May,Paperback,310,2015,2015,,2021/03/13,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
10946365,Terry Pratchett Collection: Nation / A Hat Full Of Sky / Wintersmith / The Wee Free Men,Terry Pratchett,"Pratchett, Terry",,"=""1780481152""","=""9781780481159""",0,4.66,,,,,,,2021/03/13,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
233683,Terry Pratchett: Guilty of Literature,Andrew M. Butler,"Butler, Andrew M.","Edward James, Farah Mendlesohn","=""188296831X""","=""9781882968312""",0,4.06,Old Earth Books,Paperback,343,2004,2000,,2021/03/13,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
29069258,Seriously Funny: The Endlessly Quotable Terry Pratchett,Terry Pratchett,"Pratchett, Terry",,"=""0857524305""","=""9780857524300""",0,4.32,Doubleday,Hardcover,128,2016,,,2021/03/13,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
34497,"The Color of Magic (Discworld, #1; Rincewind, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060855924""","=""9780060855925""",0,3.98,Harper,Paperback,228,2005,1983,,2021/03/13,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
386372,"Mort (Discworld, #4; Death, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0061020680""","=""9780061020681""",0,4.21,Harpertorch,Mass Market Paperback,243,2001,1987,,2021/03/13,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
36008358,Terry Pratchett's Discworld Imaginarium,Paul Kidby,"Kidby, Paul",,"=""1473223377""","=""9781473223370""",0,4.68,Gollancz,Hardcover,272,2018,2017,,2021/03/13,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
28516652,The Terry Pratchett Diary,Terry Pratchett,"Pratchett, Terry",The Discworld Emporium,"=""1473208335""","=""9781473208339""",0,4.34,Gollancz,Hardcover,128,2016,2016,,2021/03/13,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
12067,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,"Pratchett, Terry",Neil Gaiman,"=""""","=""""",0,4.24,William Morrow,Mass Market Paperback,491,2006,1990,,2021/03/13,to-read,to-read (#6),to-read,,,,0,,,0,,,,,
34537,Terry Pratchett,Andrew M. Butler,"Butler, Andrew M.",,"=""1903047390""","=""9781903047392""",0,4.17,Oldcastle Books,Paperback,78,2001,2001,,2021/03/13,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
462793,The Wyrdest Link: A Terry Pratchett Discworld Quizbook,David Langford,"Langford, David",Terry Pratchett,"=""0575073195""","=""9780575073197""",0,3.75,Gollancz,Paperback,224,2002,2002,,2021/03/13,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
6771431,Terry Pratchett's Hogfather: The Illustrated Screenplay,Vadim Jean,"Jean, Vadim","Terry Pratchett, Stephen Player","=""0575986565""","=""9780575986565""",0,4.57,Gollancz,Paperback,256,2009,2007,,2021/03/13,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
78904,The Unseen University Challenge: Terry Pratchett's Discworld Quizbook,David Langford,"Langford, David",,"=""0575600004""","=""9780575600003""",0,3.78,Gollancz,Mass Market Paperback,224,1996,1996,,2021/03/13,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
